energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Pb_p_up,Pb_p_down,Pb_d_up,Pb_d_down,S_s_up,S_s_down,S_p_up,S_p_down
0.17108554,2.97683985,-2.97684284,0.86631299,-0.86631350,2.12877119,-2.12877355,0.33884647,-0.33884676,0.00073149,-0.00073149,0.09372976,-0.09372989,0.25226809,-0.25226806
0.17708854,2.88492012,-2.88492336,0.85070038,-0.85070096,2.05723083,-2.05723337,0.32948129,-0.32948161,0.00070633,-0.00070633,0.08936871,-0.08936885,0.25320963,-0.25320962
0.18309155,2.78595383,-2.78595726,0.83303947,-0.83304010,1.98060705,-1.98060973,0.31916341,-0.31916375,0.00067989,-0.00067989,0.08473780,-0.08473795,0.25364406,-0.25364407
0.18909455,2.68119392,-2.68119750,0.81352074,-0.81352142,1.89987405,-1.89987683,0.30797868,-0.30797905,0.00065258,-0.00065258,0.07988984,-0.07989000,0.25356035,-0.25356037
0.19509755,2.57198244,-2.57198613,0.79236153,-0.79236225,1.81607156,-1.81607441,0.29602978,-0.29603017,0.00062479,-0.00062479,0.07488138,-0.07488155,0.25295656,-0.25295659
0.20110055,2.45970460,-2.45970835,0.76979821,-0.76979895,1.73026870,-1.73027159,0.28343322,-0.28343363,0.00059693,-0.00059693,0.06977108,-0.06977124,0.25183916,-0.25183920
0.20710355,2.34574584,-2.34574960,0.74607897,-0.74607974,1.64353021,-1.64353310,0.27031635,-0.27031677,0.00056937,-0.00056937,0.06461807,-0.06461824,0.25022232,-0.25022238
0.21310655,2.23145346,-2.23145719,0.72145732,-0.72145810,1.55688622,-1.55688907,0.25681444,-0.25681487,0.00054244,-0.00054244,0.05948041,-0.05948058,0.24812724,-0.24812730
0.21910955,2.11810424,-2.11810790,0.69618650,-0.69618729,1.47130674,-1.47130953,0.24306796,-0.24306839,0.00051646,-0.00051646,0.05441359,-0.05441375,0.24558139,-0.24558146
0.22511256,2.00687892,-2.00688247,0.67051503,-0.67051582,1.38768161,-1.38768431,0.22922008,-0.22922051,0.00049166,-0.00049166,0.04946924,-0.04946940,0.24261794,-0.24261802
0.23111556,1.89884403,-1.89884745,0.64468346,-0.64468424,1.30680616,-1.30680875,0.21541449,-0.21541491,0.00046824,-0.00046824,0.04469412,-0.04469427,0.23927517,-0.23927526
0.23711856,1.79494137,-1.79494462,0.61892224,-0.61892300,1.22937286,-1.22937532,0.20179351,-0.20179393,0.00044635,-0.00044635,0.04012923,-0.04012938,0.23559599,-0.23559608
0.24312156,1.69598476,-1.69598782,0.59345088,-0.59345162,1.15596871,-1.15597102,0.18849655,-0.18849695,0.00042607,-0.00042607,0.03580933,-0.03580946,0.23162767,-0.23162777
0.24912456,1.60266364,-1.60266651,0.56847817,-0.56847889,1.08707796,-1.08708011,0.17565879,-0.17565918,0.00040744,-0.00040744,0.03176262,-0.03176275,0.22742163,-0.22742173
0.25512756,1.51555270,-1.51555535,0.54420343,-0.54420412,1.02308950,-1.02309148,0.16341022,-0.16341058,0.00039047,-0.00039047,0.02801077,-0.02801089,0.22303349,-0.22303360
0.26113057,1.43512646,-1.43512887,0.52081867,-0.52081932,0.96430815,-0.96430996,0.15187486,-0.15187520,0.00037512,-0.00037512,0.02456915,-0.02456926,0.21852335,-0.21852346
0.26713357,1.36177770,-1.36177988,0.49851152,-0.49851213,0.91096885,-0.91097048,0.14117020,-0.14117051,0.00036134,-0.00036134,0.02144723,-0.02144733,0.21395622,-0.21395632
0.27313657,1.29583853,-1.29584047,0.47746868,-0.47746925,0.86325289,-0.86325433,0.13140681,-0.13140708,0.00034906,-0.00034906,0.01864925,-0.01864934,0.20940272,-0.20940283
0.27913957,1.23760276,-1.23760444,0.45787989,-0.45788040,0.82130509,-0.82130635,0.12268798,-0.12268822,0.00033821,-0.00033821,0.01617492,-0.01617500,0.20494008,-0.20494018
0.28514257,1.18734829,-1.18734973,0.43994193,-0.43994239,0.78525108,-0.78525214,0.11510959,-0.11510979,0.00032875,-0.00032875,0.01402030,-0.01402036,0.20065316,-0.20065325
0.29114557,1.14535856,-1.14535973,0.42386275,-0.42386315,0.75521364,-0.75521451,0.10875986,-0.10876002,0.00032063,-0.00032063,0.01217857,-0.01217862,0.19663568,-0.19663576
0.29714857,1.11194165,-1.11194255,0.40986526,-0.40986559,0.73132749,-0.73132818,0.10371922,-0.10371934,0.00031386,-0.00031386,0.01064096,-0.01064101,0.19299155,-0.19299162
0.30315158,1.08744641,-1.08744703,0.39819060,-0.39819086,0.71375172,-0.71375220,0.10006012,-0.10006020,0.00030846,-0.00030846,0.00939753,-0.00939757,0.18983598,-0.18983604
0.30915458,1.07227459,-1.07227492,0.38910069,-0.38910087,0.70267928,-0.70267956,0.09784678,-0.09784681,0.00030451,-0.00030451,0.00843785,-0.00843788,0.18729660,-0.18729663
0.31515758,1.06688842,-1.06688845,0.38287976,-0.38287986,0.69834328,-0.69834336,0.09713495,-0.09713494,0.00030214,-0.00030214,0.00775163,-0.00775165,0.18551410,-0.18551411
0.32116058,1.07181312,-1.07181283,0.37983457,-0.37983456,0.70101959,-0.70101944,0.09797151,-0.09797144,0.00030150,-0.00030150,0.00732921,-0.00732922,0.18464256,-0.18464254
0.32716358,1.08763402,-1.08763339,0.38029308,-0.38029296,0.71102564,-0.71102527,0.10039401,-0.10039390,0.00030281,-0.00030281,0.00716183,-0.00716183,0.18484908,-0.18484903
0.33316658,1.11498812,-1.11498713,0.38460148,-0.38460125,0.72871551,-0.72871490,0.10443013,-0.10442997,0.00030633,-0.00030633,0.00724184,-0.00724184,0.18631277,-0.18631267
0.33916958,1.15455012,-1.15454875,0.39311929,-0.39311892,0.75447114,-0.75447028,0.11009697,-0.11009676,0.00031234,-0.00031234,0.00756271,-0.00756270,0.18922286,-0.18922272
0.34517259,1.20701309,-1.20701132,0.40621240,-0.40621189,0.78869002,-0.78868890,0.11740026,-0.11740000,0.00032114,-0.00032114,0.00811888,-0.00811886,0.19377592,-0.19377573
0.35117559,1.27306417,-1.27306197,0.42424419,-0.42424352,0.83176963,-0.83176822,0.12633344,-0.12633313,0.00033307,-0.00033307,0.00890553,-0.00890550,0.20017211,-0.20017187
0.35717859,1.35335582,-1.35335317,0.44756465,-0.44756382,0.88408895,-0.88408726,0.13687669,-0.13687633,0.00034845,-0.00034844,0.00991816,-0.00991812,0.20861043,-0.20861012
0.36318159,1.44847340,-1.44847029,0.47649770,-0.47649669,0.94598772,-0.94598573,0.14899585,-0.14899545,0.00036757,-0.00036757,0.01115219,-0.01115215,0.21928309,-0.21928271
0.36918459,1.55890002,-1.55889643,0.51132706,-0.51132587,1.01774391,-1.01774161,0.16264135,-0.16264089,0.00039074,-0.00039074,0.01260242,-0.01260237,0.23236905,-0.23236859
0.37518759,1.68497974,-1.68497566,0.55228096,-0.55227957,1.09955023,-1.09954762,0.17774711,-0.17774661,0.00041817,-0.00041817,0.01426247,-0.01426242,0.24802689,-0.24802635
0.38119060,1.82688047,-1.82687590,0.59951631,-0.59951474,1.19149047,-1.19148755,0.19422967,-0.19422913,0.00045005,-0.00045005,0.01612427,-0.01612421,0.26638722,-0.26638660
0.38719360,1.98455799,-1.98455293,0.65310294,-0.65310116,1.29351665,-1.29351342,0.21198735,-0.21198678,0.00048647,-0.00048647,0.01817754,-0.01817747,0.28754494,-0.28754423
0.39319660,2.15772268,-2.15771713,0.71300843,-0.71300646,1.40542783,-1.40542429,0.23089979,-0.23089918,0.00052744,-0.00052744,0.02040941,-0.02040934,0.31155160,-0.31155079
0.39919960,2.34581052,-2.34580452,0.77908462,-0.77908246,1.52685164,-1.52684782,0.25082777,-0.25082713,0.00057287,-0.00057287,0.02280406,-0.02280399,0.33840821,-0.33840732
0.40520260,2.54796011,-2.54795368,0.85105626,-0.85105392,1.65722965,-1.65722556,0.27161356,-0.27161289,0.00062256,-0.00062256,0.02534256,-0.02534248,0.36805898,-0.36805800
0.41120560,2.76299711,-2.76299030,0.92851279,-0.92851029,1.79580728,-1.79580294,0.29308175,-0.29308107,0.00067621,-0.00067621,0.02800281,-0.02800272,0.40038608,-0.40038501
0.41720860,2.98942760,-2.98942045,1.01090381,-1.01090116,1.94162936,-1.94162480,0.31504072,-0.31504002,0.00073337,-0.00073337,0.03075968,-0.03075960,0.43520612,-0.43520498
0.42321161,3.22544140,-3.22543397,1.09753900,-1.09753623,2.09354185,-2.09353713,0.33728473,-0.33728402,0.00079351,-0.00079351,0.03358531,-0.03358522,0.47226836,-0.47226715
0.42921461,3.46892629,-3.46891865,1.18759285,-1.18758998,2.25020044,-2.25019558,0.35959673,-0.35959602,0.00085598,-0.00085598,0.03644952,-0.03644943,0.51125510,-0.51125383
0.43521761,3.71749340,-3.71748563,1.28011449,-1.28011155,2.41008597,-2.41008103,0.38175180,-0.38175110,0.00092002,-0.00092002,0.03932047,-0.03932039,0.55178436,-0.55178304
0.44122061,3.96851373,-3.96850591,1.37404271,-1.37403974,2.57152699,-2.57152203,0.40352121,-0.40352052,0.00098480,-0.00098480,0.04216534,-0.04216525,0.59341492,-0.59341358
0.44722361,4.21916522,-4.21915745,1.46822597,-1.46822301,2.73272882,-2.73272389,0.42467699,-0.42467632,0.00104942,-0.00104942,0.04495116,-0.04495107,0.63565385,-0.63565249
0.45322661,4.46648922,-4.46648159,1.56144694,-1.56144403,2.89180863,-2.89180379,0.44499685,-0.44499622,0.00111294,-0.00111294,0.04764570,-0.04764562,0.67796618,-0.67796482
0.45922961,4.70745477,-4.70744737,1.65245092,-1.65244809,3.04683539,-3.04683070,0.46426938,-0.46426877,0.00117438,-0.00117438,0.05021834,-0.05021827,0.71978676,-0.71978542
0.46523262,4.93902856,-4.93902149,1.73997713,-1.73997442,3.19587356,-3.19586909,0.48229913,-0.48229856,0.00123279,-0.00123279,0.05264097,-0.05264090,0.76053375,-0.76053245
0.47123562,5.15824807,-5.15824142,1.82279190,-1.82278935,3.33702891,-3.33702471,0.49891163,-0.49891111,0.00128724,-0.00128723,0.05488871,-0.05488865,0.79962343,-0.79962218
0.47723862,5.36229533,-5.36228918,1.89972234,-1.89971999,3.46849481,-3.46849094,0.51395788,-0.51395741,0.00133683,-0.00133683,0.05694065,-0.05694059,0.83648574,-0.83648457
0.48324162,5.54856823,-5.54856267,1.96968927,-1.96968714,3.58859724,-3.58859375,0.52731819,-0.52731778,0.00138078,-0.00138077,0.05878030,-0.05878025,0.87058009,-0.87057900
0.48924462,5.71474671,-5.71474181,2.03173793,-2.03173607,3.69583678,-3.69583371,0.53890520,-0.53890484,0.00141838,-0.00141837,0.06039599,-0.06039595,0.90141059,-0.90140961
0.49524762,5.85885111,-5.85884692,2.08506531,-2.08506373,3.78892578,-3.78892317,0.54866583,-0.54866553,0.00144905,-0.00144905,0.06178100,-0.06178096,0.92854042,-0.92853956
0.50125063,5.97929028,-5.97928686,2.12904271,-2.12904143,3.86681945,-3.86681734,0.55658216,-0.55658191,0.00147235,-0.00147235,0.06293347,-0.06293344,0.95160442,-0.95160369
0.50725363,6.07489773,-6.07489509,2.16323277,-2.16323180,3.92873948,-3.92873787,0.56267100,-0.56267081,0.00148798,-0.00148798,0.06385623,-0.06385621,0.97031960,-0.97031900
0.51325663,6.14495418,-6.14495236,2.18740002,-2.18739936,3.97418931,-3.97418823,0.56698236,-0.56698222,0.00149579,-0.00149579,0.06455632,-0.06455631,0.98449296,-0.98449251
0.51925963,6.18919606,-6.18919505,2.20151464,-2.20151429,4.00296072,-4.00296017,0.56959660,-0.56959652,0.00149578,-0.00149578,0.06504445,-0.06504444,0.99402644,-0.99402614
0.52526263,6.20780969,-6.20780948,2.20574920,-2.20574917,4.01513142,-4.01513139,0.57062072,-0.57062069,0.00148808,-0.00148808,0.06533431,-0.06533430,0.99891864,-0.99891848
0.53126563,6.20141169,-6.20141227,2.20046865,-2.20046890,4.01105405,-4.01105454,0.57018358,-0.57018360,0.00147300,-0.00147300,0.06544180,-0.06544181,0.99926332,-0.99926330
0.53726863,6.17101691,-6.17101824,2.18621389,-2.18621442,3.99133726,-3.99133824,0.56843060,-0.56843066,0.00145093,-0.00145093,0.06538429,-0.06538430,0.99524472,-0.99524484
0.54327164,6.11799538,-6.11799741,2.16367995,-2.16368073,3.95681977,-3.95682121,0.56551795,-0.56551803,0.00142239,-0.00142239,0.06517976,-0.06517977,0.98712999,-0.98713023
0.54927464,6.04402039,-6.04402307,2.13368954,-2.13369056,3.90853874,-3.90854061,0.56160658,-0.56160670,0.00138799,-0.00138799,0.06484611,-0.06484613,0.97525892,-0.97525928
0.55527764,5.95101020,-5.95101347,2.09716333,-2.09716454,3.84769391,-3.84769616,0.55685643,-0.55685657,0.00134842,-0.00134842,0.06440053,-0.06440055,0.96003160,-0.96003207
0.56128064,5.84106573,-5.84106952,2.05508813,-2.05508951,3.77560893,-3.77561152,0.55142085,-0.55142102,0.00130440,-0.00130440,0.06385888,-0.06385891,0.94189442,-0.94189498
0.56728364,5.71640688,-5.71641111,2.00848457,-2.00848607,3.69369161,-3.69369450,0.54544175,-0.54544193,0.00125670,-0.00125670,0.06323534,-0.06323536,0.92132508,-0.92132570
0.57328664,5.57930996,-5.57931457,1.95837524,-1.95837685,3.60339453,-3.60339768,0.53904536,-0.53904556,0.00120609,-0.00120609,0.06254203,-0.06254206,0.89881721,-0.89881789
0.57928964,5.43204842,-5.43205334,1.90575495,-1.90575663,3.50617746,-3.50618082,0.53233904,-0.53233924,0.00115333,-0.00115333,0.06178894,-0.06178898,0.87486527,-0.87486600
0.58529265,5.27683886,-5.27684402,1.85156390,-1.85156563,3.40347282,-3.40347634,0.52540893,-0.52540914,0.00109917,-0.00109917,0.06098383,-0.06098387,0.84995031,-0.84995107
0.59129565,5.11579392,-5.11579925,1.79666480,-1.79666654,3.29665517,-3.29665880,0.51831881,-0.51831902,0.00104431,-0.00104431,0.06013233,-0.06013236,0.82452710,-0.82452787
0.59729865,4.95088321,-4.95088864,1.74182464,-1.74182637,3.18701559,-3.18701930,0.51110981,-0.51111004,0.00098940,-0.00098940,0.05923810,-0.05923814,0.79901308,-0.79901385
0.60330165,4.78390307,-4.78390855,1.68770151,-1.68770321,3.07574147,-3.07574522,0.50380127,-0.50380149,0.00093503,-0.00093504,0.05830312,-0.05830316,0.77377964,-0.77378040
0.60930465,4.61645545,-4.61646092,1.63483663,-1.63483830,2.96390184,-2.96390559,0.49639229,-0.49639252,0.00088176,-0.00088176,0.05732796,-0.05732800,0.74914568,-0.74914642
0.61530765,4.44993587,-4.44994130,1.58365164,-1.58365324,2.85243846,-2.85244219,0.48886421,-0.48886445,0.00083003,-0.00083003,0.05631218,-0.05631222,0.72537383,-0.72537455
0.62131066,4.28553006,-4.28553541,1.53445063,-1.53445217,2.74216230,-2.74216598,0.48118360,-0.48118384,0.00078024,-0.00078024,0.05525467,-0.05525472,0.70266918,-0.70266986
0.62731366,4.12421844,-4.12422367,1.48742673,-1.48742820,2.63375510,-2.63375871,0.47330567,-0.47330591,0.00073273,-0.00073273,0.05415408,-0.05415412,0.68118038,-0.68118103
0.63331666,3.96678749,-3.96679258,1.44267229,-1.44267368,2.52777532,-2.52777883,0.46517806,-0.46517831,0.00068776,-0.00068776,0.05300919,-0.05300923,0.66100299,-0.66100359
0.63931966,3.81384690,-3.81385182,1.40019205,-1.40019337,2.42466788,-2.42467128,0.45674464,-0.45674490,0.00064551,-0.00064551,0.05181931,-0.05181936,0.64218458,-0.64218514
0.64532266,3.66585093,-3.66585567,1.35991844,-1.35991968,2.32477681,-2.32478009,0.44794929,-0.44794957,0.00060614,-0.00060614,0.05058467,-0.05058472,0.62473137,-0.62473189
0.65132566,3.52312286,-3.52312741,1.32172797,-1.32172914,2.22835995,-2.22836310,0.43873955,-0.43873983,0.00056971,-0.00056971,0.04930674,-0.04930679,0.60861585,-0.60861633
0.65732866,3.38588089,-3.38588523,1.28545808,-1.28545918,2.13560483,-2.13560783,0.42906983,-0.42907013,0.00053626,-0.00053626,0.04798860,-0.04798865,0.59378493,-0.59378536
0.66333167,3.25426426,-3.25426839,1.25092341,-1.25092445,2.04664484,-2.04664770,0.41890434,-0.41890465,0.00050578,-0.00050578,0.04663521,-0.04663526,0.58016820,-0.58016859
0.66933467,3.12835834,-3.12836226,1.21793090,-1.21793188,1.96157496,-1.96157767,0.40821939,-0.40821971,0.00047821,-0.00047821,0.04525370,-0.04525375,0.56768590,-0.56768624
0.67533767,3.00821752,-3.00822123,1.18629313,-1.18629405,1.88046621,-1.88046878,0.39700519,-0.39700552,0.00045345,-0.00045345,0.04385356,-0.04385360,0.55625613,-0.55625644
0.68134067,2.89388502,-2.89388851,1.15583935,-1.15584023,1.80337832,-1.80338074,0.38526705,-0.38526740,0.00043139,-0.00043139,0.04244679,-0.04244684,0.54580109,-0.54580137
0.68734367,2.78540889,-2.78541216,1.12642406,-1.12642489,1.73037000,-1.73037227,0.37302597,-0.37302633,0.00041187,-0.00041187,0.04104800,-0.04104804,0.53625203,-0.53625227
0.69334667,2.68285380,-2.68285685,1.09793280,-1.09793359,1.66150664,-1.66150874,0.36031853,-0.36031890,0.00039473,-0.00039473,0.03967438,-0.03967442,0.52755280,-0.52755301
0.69934967,2.58630818,-2.58631101,1.07028533,-1.07028609,1.59686504,-1.59686700,0.34719636,-0.34719674,0.00037977,-0.00037977,0.03834558,-0.03834562,0.51966201,-0.51966219
0.70535268,2.49588688,-2.49588948,1.04343628,-1.04343700,1.53653536,-1.53653716,0.33372497,-0.33372536,0.00036680,-0.00036680,0.03708352,-0.03708355,0.51255361,-0.51255376
0.71135568,2.41172936,-2.41173174,1.01737341,-1.01737410,1.48062005,-1.48062169,0.31998208,-0.31998248,0.00035561,-0.00035561,0.03591199,-0.03591202,0.50621621,-0.50621633
0.71735868,2.33399386,-2.33399602,0.99211407,-0.99211472,1.42923030,-1.42923178,0.30605569,-0.30605608,0.00034598,-0.00034598,0.03485624,-0.03485626,0.50065120,-0.50065130
0.72336168,2.26284805,-2.26284998,0.96769992,-0.96770054,1.38248010,-1.38248142,0.29204164,-0.29204203,0.00033770,-0.00033770,0.03394230,-0.03394232,0.49586981,-0.49586988
0.72936468,2.19845668,-2.19845838,0.94419067,-0.94419126,1.34047837,-1.34047953,0.27804111,-0.27804150,0.00033057,-0.00033057,0.03319634,-0.03319635,0.49188943,-0.49188947
0.73536768,2.14096716,-2.14096863,0.92165703,-0.92165758,1.30331967,-1.30332067,0.26415786,-0.26415824,0.00032437,-0.00032437,0.03264378,-0.03264379,0.48872942,-0.48872943
0.74137069,2.09049363,-2.09049487,0.90017338,-0.90017389,1.27107395,-1.27107478,0.25049543,-0.25049581,0.00031891,-0.00031891,0.03230843,-0.03230844,0.48640665,-0.48640663
0.74737369,2.04710050,-2.04710151,0.87981050,-0.87981097,1.24377582,-1.24377649,0.23715445,-0.23715481,0.00031401,-0.00031401,0.03221150,-0.03221150,0.48493104,-0.48493099
0.75337669,2.01078614,-2.01078693,0.86062878,-0.86062922,1.22141406,-1.22141458,0.22422992,-0.22423027,0.00030950,-0.00030950,0.03237063,-0.03237061,0.48430125,-0.48430118
0.75937969,1.98146766,-1.98146823,0.84267207,-0.84267247,1.20392168,-1.20392205,0.21180879,-0.21180912,0.00030524,-0.00030524,0.03279891,-0.03279889,0.48450088,-0.48450079
0.76538269,1.95896732,-1.95896769,0.82596235,-0.82596272,1.19116718,-1.19116741,0.19996776,-0.19996807,0.00030110,-0.00030110,0.03350403,-0.03350400,0.48549516,-0.48549504
0.77138569,1.94300157,-1.94300175,0.81049564,-0.81049597,1.18294747,-1.18294757,0.18877137,-0.18877167,0.00029696,-0.00029696,0.03448746,-0.03448743,0.48722841,-0.48722826
0.77738869,1.93317309,-1.93317309,0.79623887,-0.79623917,1.17898285,-1.17898282,0.17827049,-0.17827077,0.00029272,-0.00029272,0.03574385,-0.03574380,0.48962236,-0.48962220
0.78339170,1.92896660,-1.92896645,0.78312818,-0.78312844,1.17891443,-1.17891429,0.16850119,-0.16850144,0.00028832,-0.00028832,0.03726056,-0.03726051,0.49257537,-0.49257520
0.78939470,1.92974878,-1.92974850,0.77106834,-0.77106858,1.18230435,-1.18230412,0.15948405,-0.15948428,0.00028370,-0.00028370,0.03901755,-0.03901748,0.49596264,-0.49596246
0.79539770,1.93477275,-1.93477236,0.75993358,-0.75993380,1.18863903,-1.18863872,0.15122395,-0.15122416,0.00027880,-0.00027880,0.04098737,-0.04098730,0.49963742,-0.49963724
0.80140070,1.94318725,-1.94318678,0.74956957,-0.74956977,1.19733550,-1.19733513,0.14371031,-0.14371050,0.00027362,-0.00027362,0.04313560,-0.04313553,0.50343328,-0.50343310
0.80740370,1.95405069,-1.95405018,0.73979667,-0.73979687,1.20775098,-1.20775058,0.13691776,-0.13691793,0.00026813,-0.00026813,0.04542148,-0.04542141,0.50716730,-0.50716712
0.81340670,1.96634983,-1.96634930,0.73041435,-0.73041454,1.21919556,-1.21919514,0.13080732,-0.13080748,0.00026232,-0.00026232,0.04779886,-0.04779878,0.51064422,-0.51064406
0.81940970,1.97902279,-1.97902227,0.72120653,-0.72120673,1.23094764,-1.23094723,0.12532792,-0.12532806,0.00025621,-0.00025621,0.05021741,-0.05021733,0.51366148,-0.51366134
0.82541271,1.99098596,-1.99098549,0.71194799,-0.71194820,1.24227201,-1.24227164,0.12041832,-0.12041844,0.00024980,-0.00024980,0.05262409,-0.05262401,0.51601488,-0.51601477
0.83141571,2.00116388,-2.00116350,0.70241133,-0.70241156,1.25243982,-1.25243950,0.11600931,-0.11600942,0.00024310,-0.00024310,0.05496476,-0.05496469,0.51750488,-0.51750480
0.83741871,2.00852123,-2.00852097,0.69237463,-0.69237488,1.26074983,-1.26074959,0.11202617,-0.11202627,0.00023614,-0.00023614,0.05718598,-0.05718591,0.51794316,-0.51794311
0.84342171,2.01209572,-2.01209560,0.68162922,-0.68162950,1.26655035,-1.26655020,0.10839123,-0.10839132,0.00022893,-0.00022893,0.05923677,-0.05923671,0.51715936,-0.51715935
0.84942471,2.01103054,-2.01103058,0.66998754,-0.66998785,1.26926069,-1.26926064,0.10502653,-0.10502662,0.00022151,-0.00022151,0.06107044,-0.06107038,0.51500766,-0.51500770
0.85542771,2.00460506,-2.00460528,0.65729062,-0.65729097,1.26839144,-1.26839152,0.10185640,-0.10185649,0.00021390,-0.00021390,0.06264625,-0.06264620,0.51137288,-0.51137297
0.86143072,1.99226218,-1.99226259,0.64341495,-0.64341534,1.26356259,-1.26356280,0.09880992,-0.09881001,0.00020612,-0.00020612,0.06393094,-0.06393091,0.50617592,-0.50617606
0.86743372,1.97363114,-1.97363176,0.62827833,-0.62827876,1.25451837,-1.25451872,0.09582317,-0.09582325,0.00019822,-0.00019822,0.06489996,-0.06489993,0.49937813,-0.49937832
0.87343672,1.94854435,-1.94854518,0.61184446,-0.61184495,1.24113836,-1.24113884,0.09284110,-0.09284118,0.00019022,-0.00019022,0.06553838,-0.06553836,0.49098445,-0.49098469
0.87943972,1.91704726,-1.91704828,0.59412603,-0.59412656,1.22344376,-1.22344437,0.08981912,-0.08981921,0.00018217,-0.00018217,0.06584147,-0.06584146,0.48104505,-0.48104534
0.88544272,1.87940049,-1.87940170,0.57518598,-0.57518654,1.20159872,-1.20159946,0.08672421,-0.08672431,0.00017410,-0.00017410,0.06581485,-0.06581485,0.46965534,-0.46965568
0.89144572,1.83607385,-1.83607523,0.55513691,-0.55513751,1.17590615,-1.17590700,0.08353553,-0.08353563,0.00016606,-0.00016606,0.06547421,-0.06547422,0.45695422,-0.45695460
0.89744872,1.78773203,-1.78773356,0.53413861,-0.53413924,1.14679813,-1.14679908,0.08024463,-0.08024473,0.00015811,-0.00015811,0.06484462,-0.06484464,0.44312057,-0.44312097
0.90345173,1.73521250,-1.73521414,0.51239364,-0.51239429,1.11482115,-1.11482217,0.07685513,-0.07685523,0.00015029,-0.00015030,0.06395946,-0.06395949,0.42836807,-0.42836850
0.90945473,1.67949622,-1.67949794,0.49014118,-0.49014184,1.08061662,-1.08061770,0.07338202,-0.07338213,0.00014267,-0.00014267,0.06285901,-0.06285905,0.41293854,-0.41293899
0.91545773,1.62167235,-1.62167412,0.46764938,-0.46765005,1.04489747,-1.04489859,0.06985055,-0.06985066,0.00013529,-0.00013529,0.06158873,-0.06158877,0.39709395,-0.39709441
0.92146073,1.56289840,-1.56290018,0.44520654,-0.44520721,1.00842173,-1.00842286,0.06629479,-0.06629490,0.00012822,-0.00012822,0.06019734,-0.06019739,0.38110750,-0.38110796
0.92746373,1.50435741,-1.50435916,0.42311137,-0.42311202,0.97196416,-0.97196527,0.06275595,-0.06275607,0.00012150,-0.00012150,0.05873482,-0.05873487,0.36525407,-0.36525452
0.93346673,1.44721412,-1.44721581,0.40166294,-0.40166357,0.93628731,-0.93628839,0.05928056,-0.05928067,0.00011518,-0.00011518,0.05725032,-0.05725036,0.34980060,-0.34980103
0.93946973,1.39257199,-1.39257358,0.38115058,-0.38115118,0.90211309,-0.90211411,0.05591852,-0.05591863,0.00010931,-0.00010931,0.05579017,-0.05579021,0.33499657,-0.33499699
0.94547274,1.34143294,-1.34143442,0.36184426,-0.36184482,0.87009619,-0.87009712,0.05272117,-0.05272127,0.00010393,-0.00010393,0.05439605,-0.05439609,0.32106533,-0.32106571
0.95147574,1.29466161,-1.29466294,0.34398579,-0.34398631,0.84080049,-0.84080133,0.04973943,-0.04973952,0.00009905,-0.00009905,0.05310339,-0.05310342,0.30819630,-0.30819664
0.95747874,1.25295560,-1.25295676,0.32778128,-0.32778175,0.81467952,-0.81468026,0.04702206,-0.04702215,0.00009470,-0.00009470,0.05194004,-0.05194007,0.29653879,-0.29653910
0.96348174,1.21682308,-1.21682406,0.31339499,-0.31339541,0.79206174,-0.79206237,0.04461411,-0.04461419,0.00009087,-0.00009087,0.05092539,-0.05092541,0.28619742,-0.28619769
0.96948474,1.18656854,-1.18656934,0.30094496,-0.30094532,0.77314122,-0.77314173,0.04255555,-0.04255562,0.00008755,-0.00008755,0.05006976,-0.05006978,0.27722943,-0.27722966
0.97548774,1.16228725,-1.16228787,0.29050042,-0.29050072,0.75797421,-0.75797460,0.04088021,-0.04088027,0.00008473,-0.00008473,0.04937432,-0.04937434,0.26964408,-0.26964426
0.98149075,1.14386858,-1.14386903,0.28208104,-0.28208129,0.74648146,-0.74648175,0.03961492,-0.03961496,0.00008237,-0.00008237,0.04883135,-0.04883136,0.26340404,-0.26340418
0.98749375,1.13100780,-1.13100809,0.27565801,-0.27565820,0.73845632,-0.73845651,0.03877892,-0.03877895,0.00008042,-0.00008042,0.04842488,-0.04842489,0.25842876,-0.25842887
0.99349675,1.12322576,-1.12322591,0.27115677,-0.27115691,0.73357795,-0.73357805,0.03838358,-0.03838360,0.00007884,-0.00007884,0.04813174,-0.04813174,0.25459962,-0.25459970
0.99949975,1.11989538,-1.11989541,0.26846129,-0.26846138,0.73142911,-0.73142914,0.03843232,-0.03843233,0.00007755,-0.00007755,0.04792280,-0.04792280,0.25176663,-0.25176667
1.00550275,1.12027367,-1.12027361,0.26741952,-0.26741957,0.73151760,-0.73151757,0.03892080,-0.03892080,0.00007650,-0.00007650,0.04776451,-0.04776452,0.24975631,-0.24975634
1.01150575,1.12353780,-1.12353768,0.26784996,-0.26784997,0.73330032,-0.73330026,0.03983733,-0.03983732,0.00007561,-0.00007561,0.04762058,-0.04762058,0.24838050,-0.24838051
1.01750875,1.12882347,-1.12882331,0.26954882,-0.26954880,0.73620882,-0.73620874,0.04116351,-0.04116349,0.00007482,-0.00007482,0.04745362,-0.04745362,0.24744554,-0.24744554
1.02351176,1.13526395,-1.13526378,0.27229772,-0.27229768,0.73967520,-0.73967512,0.04287513,-0.04287510,0.00007406,-0.00007406,0.04722692,-0.04722692,0.24676146,-0.24676146
